Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3871,US-2020-101475,01/26/2020,01/30/2020,Second Class,CO-11569,Pat Brown,Consumer,United States,San Diego,California,92101,West,FUR-BO-10683488,Furniture,Bookcases,Bush Somerset Bookcase,3820.22,2,0.0,865.81
3872,US-2020-101475,01/26/2020,01/30/2020,Second Class,CO-11569,Pat Brown,Consumer,United States,San Diego,California,92101,West,OFF-AR-38036417,Office Supplies,Art,Fiskars Scissors,765.1,3,0.0,75.81
3873,US-2020-101476,10/27/2020,11/01/2020,Standard Class,CO-10556,Brian Lewis,Corporate,United States,Reno,Nevada,89501,West,OFF-AP-99636989,Office Supplies,Appliances,Belkin Surge Protector,139.69,1,0.0,61.22
3874,US-2020-101476,10/27/2020,11/01/2020,Standard Class,CO-10556,Brian Lewis,Corporate,United States,Reno,Nevada,89501,West,FUR-BO-41242204,Furniture,Bookcases,Bush Somerset Bookcase,1938.84,1,0.0,432.25
3875,US-2020-101477,07/13/2020,07/18/2020,Standard Class,CO-10792,Dave Williams,Consumer,United States,Grand Rapids,Michigan,49501,Central,TEC-PH-41362024,Technology,Phones,Cisco SPA 501G Phone,6310.28,4,0.0,559.25
3876,US-2020-101477,07/13/2020,07/18/2020,Standard Class,CO-10792,Dave Williams,Consumer,United States,Grand Rapids,Michigan,49501,Central,OFF-SU-28054093,Office Supplies,Supplies,Avery Hole Punch,487.19,1,0.0,-1.27
3877,US-2020-101477,07/13/2020,07/18/2020,Standard Class,CO-10792,Dave Williams,Consumer,United States,Grand Rapids,Michigan,49501,Central,OFF-AP-86548166,Office Supplies,Appliances,Acco 7-Outlet Surge,175.98,3,0.3,2.74
3878,US-2020-101477,07/13/2020,07/18/2020,Standard Class,CO-10792,Dave Williams,Consumer,United States,Grand Rapids,Michigan,49501,Central,TEC-PH-57773423,Technology,Phones,Cisco SPA 501G Phone,9151.22,2,0.0,-1376.56
3879,US-2021-101478,10/04/2021,10/10/2021,Standard Class,CO-11327,Beth Smith,Consumer,United States,Tacoma,Washington,98401,West,OFF-AP-50673496,Office Supplies,Appliances,Hamilton Beach Toaster,190.72,5,0.0,81.82
3880,US-2021-101478,10/04/2021,10/10/2021,Standard Class,CO-11327,Beth Smith,Consumer,United States,Tacoma,Washington,98401,West,TEC-MA-73912077,Technology,Machines,Hewlett Packard LaserJet,6812.41,3,0.0,77.82
3881,US-2021-101478,10/04/2021,10/10/2021,Standard Class,CO-11327,Beth Smith,Consumer,United States,Tacoma,Washington,98401,West,OFF-PA-85857911,Office Supplies,Paper,Easy-staple Paper,178.78,1,0.0,21.42
3882,US-2022-101479,06/22/2022,06/29/2022,Standard Class,CO-11364,Roger Turner,Consumer,United States,Santa Fe,New Mexico,87501,West,TEC-MA-36744474,Technology,Machines,Canon imageCLASS,6994.2,1,0.0,-1039.06
3883,US-2022-101479,06/22/2022,06/29/2022,Standard Class,CO-11364,Roger Turner,Consumer,United States,Santa Fe,New Mexico,87501,West,TEC-CO-57661476,Technology,Copiers,Xerox WorkCentre,5923.15,1,0.15,1220.21
3884,US-2023-101480,10/26/2023,10/26/2023,Same Day,CO-11146,Carol Hill,Corporate,United States,Phoenix,Arizona,,West,OFF-PA-69971649,Office Supplies,Paper,Hammermill Color Copy,267.94,1,0.1,43.57
3885,US-2023-101481,07/06/2023,07/11/2023,Standard Class,HO-10552,Roger Roberts,Home Office,United States,Salt Lake City,Utah,84101,West,OFF-AR-43474055,Office Supplies,Art,Newell Pens,474.68,1,0.0,127.83
3886,US-2021-101482,03/06/2021,03/13/2021,Standard Class,CO-10830,Tracy Miller,Consumer,United States,Provo,Utah,84601,West,OFF-FA-49650181,Office Supplies,Fasteners,Acco Brass Fasteners,304.94,2,0.15,124.94
3887,US-2021-101483,05/27/2021,06/01/2021,Standard Class,HO-10277,Diana Jackson,Home Office,United States,Ann Arbor,Michigan,48104,Central,OFF-ST-14235191,Office Supplies,Storage,Carina Desktop Organizer,1576.35,4,0.0,59.33
3888,US-2021-101483,05/27/2021,06/01/2021,Standard Class,HO-10277,Diana Jackson,Home Office,United States,Ann Arbor,Michigan,48104,Central,OFF-FA-65848182,Office Supplies,Fasteners,Acco Brass Fasteners,2675.95,6,0.0,1157.64
3889,US-2021-101483,05/27/2021,06/01/2021,Standard Class,HO-10277,Diana Jackson,Home Office,United States,Ann Arbor,Michigan,48104,Central,OFF-SU-51956634,Office Supplies,Supplies,Scotch Bubble Mailer,1786.55,4,0.0,244.12
3890,US-2021-101483,05/27/2021,06/01/2021,Standard Class,HO-10277,Diana Jackson,Home Office,United States,Ann Arbor,Michigan,48104,Central,FUR-TA-32852530,Furniture,Tables,KI Adjustable Table,1677.81,4,0.0,-242.03
3891,US-2021-101483,05/27/2021,06/01/2021,Standard Class,HO-10277,Diana Jackson,Home Office,United States,Ann Arbor,Michigan,48104,Central,OFF-ST-98560987,Office Supplies,Storage,Rogers File Cart,1319.62,6,0.1,417.02
3892,US-2020-101484,10/08/2020,10/15/2020,Standard Class,CO-11191,Matt Harris,Consumer,United States,Reno,Nevada,89501,West,TEC-PH-50136072,Technology,Phones,Apple iPhone,1590.1,2,0.0,428.48
3893,US-2020-101484,10/08/2020,10/15/2020,Standard Class,CO-11191,Matt Harris,Consumer,United States,Reno,Nevada,89501,West,FUR-FU-82070584,Furniture,Furnishings,Howard Miller Clock,7506.11,4,0.0,-843.93
3894,US-2020-101484,10/08/2020,10/15/2020,Standard Class,CO-11191,Matt Harris,Consumer,United States,Reno,Nevada,89501,West,FUR-FU-61048266,Furniture,Furnishings,Tenex File Cart,7656.95,4,0.0,-757.32
3895,US-2020-101484,10/08/2020,10/15/2020,Standard Class,CO-11191,Matt Harris,Consumer,United States,Reno,Nevada,89501,West,OFF-PA-83457288,Office Supplies,Paper,Xerox Copy Paper,112.25,1,0.3,4.21
3896,US-2020-101484,10/08/2020,10/15/2020,Standard Class,CO-11191,Matt Harris,Consumer,United States,Reno,Nevada,89501,West,TEC-PH-51776528,Technology,Phones,Cisco SPA 501G Phone,3169.67,11,0.0,1403.67
3897,US-2023-101485,10/29/2023,11/04/2023,Standard Class,CO-11905,Rob Young,Corporate,United States,Miami,Florida,33101,South,OFF-BI-32849630,Office Supplies,Binders,Acco Pressboard Covers,27.06,2,0.0,7.78
3898,US-2023-101485,10/29/2023,11/04/2023,Standard Class,CO-11905,Rob Young,Corporate,United States,Miami,Florida,33101,South,TEC-MA-54960847,Technology,Machines,Lexmark Printer,6513.13,3,0.3,-1792.41
3899,US-2023-101485,10/29/2023,11/04/2023,Standard Class,CO-11905,Rob Young,Corporate,United States,Miami,Florida,33101,South,TEC-MA-11981565,Technology,Machines,Canon imageCLASS,2214.38,7,0.1,-412.53
3900,US-2022-101486,10/06/2022,10/11/2022,Standard Class,CO-10082,Craig Williams,Consumer,United States,Tucson,Arizona,85701,West,OFF-ST-81199711,Office Supplies,Storage,Fellowes Bankers Box,350.7,3,0.0,143.67
3901,US-2022-101486,10/06/2022,10/11/2022,Standard Class,CO-10082,Craig Williams,Consumer,United States,Tucson,Arizona,85701,West,OFF-PA-54312841,Office Supplies,Paper,Easy-staple Paper,1039.88,5,0.0,343.81
3902,US-2022-101486,10/06/2022,10/11/2022,Standard Class,CO-10082,Craig Williams,Consumer,United States,Tucson,Arizona,85701,West,OFF-SU-97362976,Office Supplies,Supplies,BIC Round Stic Pens,161.95,1,0.0,2.16
3903,US-2022-101486,10/06/2022,10/11/2022,Standard Class,CO-10082,Craig Williams,Consumer,United States,Tucson,Arizona,85701,West,OFF-BI-10649594,Office Supplies,Binders,Wilson Jones Binder,109.92,3,0.0,41.19
3904,US-2022-101487,05/14/2022,05/14/2022,Same Day,CO-10612,Ben Scott,Consumer,United States,Louisville,Kentucky,40201,South,OFF-FA-54951036,Office Supplies,Fasteners,Acco Brass Fasteners,169.04,3,0.0,-6.9
3905,US-2022-101488,04/26/2022,04/27/2022,First Class,CO-11888,Tom Carter,Consumer,United States,Kansas City,Missouri,64101,Central,OFF-AR-78210642,Office Supplies,Art,Boston School Scissors,415.89,1,0.1,6.77
3906,US-2020-101489,03/30/2020,04/01/2020,First Class,CO-11561,Ted Nelson,Corporate,United States,Raleigh,North Carolina,27601,East,FUR-FU-33127981,Furniture,Furnishings,Artistic Wall Frame,5280.64,6,0.0,568.46
3907,US-2020-101489,03/30/2020,04/01/2020,First Class,CO-11561,Ted Nelson,Corporate,United States,Raleigh,North Carolina,27601,East,OFF-PA-43460173,Office Supplies,Paper,Xerox Copy Paper,112.19,1,0.15,39.41
3908,US-2020-101490,03/02/2020,03/05/2020,Second Class,CO-10995,Adam Anderson,Corporate,United States,Aurora,Colorado,80010,West,OFF-BI-49177447,Office Supplies,Binders,Acco Pressboard Covers,902.72,6,0.0,-13.5
3909,US-2020-101490,03/02/2020,03/05/2020,Second Class,CO-10995,Adam Anderson,Corporate,United States,Aurora,Colorado,80010,West,OFF-BI-96919002,Office Supplies,Binders,Avery Binder,41.44,5,0.0,6.7
3910,US-2020-101490,03/02/2020,03/05/2020,Second Class,CO-10995,Adam Anderson,Corporate,United States,Aurora,Colorado,80010,West,FUR-CH-43017252,Furniture,Chairs,Hon Deluxe Task Chair,227.08,3,0.1,-6.14
3911,US-2020-101490,03/02/2020,03/05/2020,Second Class,CO-10995,Adam Anderson,Corporate,United States,Aurora,Colorado,80010,West,TEC-PH-51809300,Technology,Phones,Cisco SPA 501G Phone,48164.0,9,0.0,6445.1
3912,US-2021-101491,06/02/2021,06/07/2021,Standard Class,CO-11752,Beth Green,Corporate,United States,Albany,New York,12201,East,OFF-FA-96750003,Office Supplies,Fasteners,Advantus Paper Clips,74.19,2,0.15,18.99
3913,US-2021-101491,06/02/2021,06/07/2021,Standard Class,CO-11752,Beth Green,Corporate,United States,Albany,New York,12201,East,TEC-MA-25178596,Technology,Machines,Lexmark Printer,30585.61,11,0.4,-8004.95
3914,US-2021-101491,06/02/2021,06/07/2021,Standard Class,CO-11752,Beth Green,Corporate,United States,Albany,New York,12201,East,OFF-LA-19216368,Office Supplies,Labels,Avery 510 Labels,1497.45,7,0.0,-68.9
3915,US-2020-101492,06/27/2020,06/29/2020,First Class,CO-11416,John Perez,Corporate,United States,Buffalo,New York,14201,East,OFF-BI-56649874,Office Supplies,Binders,Acco Pressboard Covers,4186.92,10,0.15,741.34
3916,US-2020-101492,06/27/2020,06/29/2020,First Class,CO-11416,John Perez,Corporate,United States,Buffalo,New York,14201,East,OFF-LA-67971741,Office Supplies,Labels,Avery 510 Labels,41.5,3,0.5,0.72
3917,US-2022-101493,05/28/2022,05/28/2022,Same Day,CO-11844,Linda Jones,Corporate,United States,Augusta,Georgia,30901,South,OFF-ST-30584905,Office Supplies,Storage,Rogers File Cart,330.96,1,0.1,63.12
3918,US-2022-101493,05/28/2022,05/28/2022,Same Day,CO-11844,Linda Jones,Corporate,United States,Augusta,Georgia,30901,South,TEC-CO-89111396,Technology,Copiers,Brother Copier,20704.2,3,0.0,8535.1
3919,US-2022-101493,05/28/2022,05/28/2022,Same Day,CO-11844,Linda Jones,Corporate,United States,Augusta,Georgia,30901,South,OFF-EN-54609049,Office Supplies,Envelopes,Manila Clasp Envelopes,39.81,8,0.1,-0.61
3920,US-2022-101493,05/28/2022,05/28/2022,Same Day,CO-11844,Linda Jones,Corporate,United States,Augusta,Georgia,30901,South,OFF-AR-77638682,Office Supplies,Art,Fiskars Scissors,699.57,5,0.1,195.19
3921,US-2020-101494,12/16/2020,12/17/2020,First Class,HO-11158,Jack Baker,Home Office,United States,Saint Paul,Minnesota,55101,Central,OFF-AP-75499472,Office Supplies,Appliances,Eureka Disposable Bags,768.67,2,0.0,301.84
3922,US-2020-101494,12/16/2020,12/17/2020,First Class,HO-11158,Jack Baker,Home Office,United States,Saint Paul,Minnesota,55101,Central,OFF-PA-86470350,Office Supplies,Paper,Hammermill Color Copy,1040.48,3,0.0,218.75
3923,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,TEC-MA-26590991,Technology,Machines,Lexmark Printer,6483.42,5,0.4,-1189.45
3924,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,OFF-AR-52488082,Office Supplies,Art,Dixon Prang Crayons,820.8,3,0.3,-114.28
3925,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,OFF-EN-27534279,Office Supplies,Envelopes,Manila Clasp Envelopes,705.62,4,0.2,307.12
3926,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,FUR-TA-17400960,Furniture,Tables,Chromcraft Table,837.67,1,0.0,91.6
3927,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,OFF-AR-32057718,Office Supplies,Art,Newell Pens,680.54,2,0.0,265.34
3928,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,OFF-AR-40025069,Office Supplies,Art,Newell Pens,443.08,2,0.1,-6.23
3929,US-2021-101495,09/19/2021,09/22/2021,Second Class,HO-10868,Tracy Taylor,Home Office,United States,Tacoma,Washington,98401,West,TEC-PH-13652282,Technology,Phones,AT&T CL2909 Phone,5238.44,3,0.0,615.12
3930,US-2020-101496,04/20/2020,04/21/2020,First Class,CO-10657,John Scott,Consumer,United States,Naperville,Illinois,60540,Central,OFF-EN-37391366,Office Supplies,Envelopes,#10 White Envelopes,722.35,2,0.2,32.15
3931,US-2020-101496,04/20/2020,04/21/2020,First Class,CO-10657,John Scott,Consumer,United States,Naperville,Illinois,60540,Central,OFF-SU-55529060,Office Supplies,Supplies,Avery Hole Punch,2607.1,7,0.2,61.0
3932,US-2020-101496,04/20/2020,04/21/2020,First Class,CO-10657,John Scott,Consumer,United States,Naperville,Illinois,60540,Central,OFF-LA-89744196,Office Supplies,Labels,Avery 510 Labels,360.63,2,0.0,157.53
3933,US-2022-101497,07/27/2022,08/02/2022,Standard Class,CO-11871,Alex Green,Consumer,United States,Philadelphia,Pennsylvania,19101,East,OFF-PA-88333457,Office Supplies,Paper,Southworth Resume Paper,443.87,1,0.0,-10.79
3934,US-2022-101498,03/24/2022,03/24/2022,Same Day,CO-10604,Tony Phillips,Corporate,United States,Santa Fe,New Mexico,87501,West,OFF-LA-55934118,Office Supplies,Labels,Avery Round Labels,359.44,2,0.2,146.96
3935,US-2022-101498,03/24/2022,03/24/2022,Same Day,CO-10604,Tony Phillips,Corporate,United States,Santa Fe,New Mexico,87501,West,OFF-SU-77833279,Office Supplies,Supplies,Scotch Bubble Mailer,439.85,5,0.0,116.16
3936,US-2022-101498,03/24/2022,03/24/2022,Same Day,CO-10604,Tony Phillips,Corporate,United States,Santa Fe,New Mexico,87501,West,OFF-ST-98763231,Office Supplies,Storage,Fellowes Bankers Box,1575.91,8,0.2,497.94
3937,US-2022-101498,03/24/2022,03/24/2022,Same Day,CO-10604,Tony Phillips,Corporate,United States,Santa Fe,New Mexico,87501,West,OFF-PA-55379200,Office Supplies,Paper,Easy-staple Paper,1070.85,7,0.0,315.0
3938,US-2020-101499,07/08/2020,07/13/2020,Standard Class,CO-10578,Kate Moore,Consumer,United States,Philadelphia,Pennsylvania,19101,East,OFF-AP-66235190,Office Supplies,Appliances,Eureka Disposable Bags,187.72,3,0.2,-4.46
3939,US-2020-101500,02/14/2020,02/19/2020,Standard Class,CO-10388,Mike Clark,Consumer,United States,Boston,Massachusetts,02101,East,OFF-AP-45336089,Office Supplies,Appliances,Hoover Stove,310.56,2,0.0,105.87
3940,US-2020-101501,01/30/2020,02/04/2020,Standard Class,CO-10458,Sean Carter,Corporate,United States,Durham,North Carolina,27701,East,TEC-AC-52062507,Technology,Accessories,SanDisk USB Drive,3303.83,2,0.2,394.95
3941,US-2020-101501,01/30/2020,02/04/2020,Standard Class,CO-10458,Sean Carter,Corporate,United States,Durham,North Carolina,27701,East,OFF-FA-90528834,Office Supplies,Fasteners,OIC Binder Clips,453.39,2,0.0,103.23
3942,US-2020-101501,01/30/2020,02/04/2020,Standard Class,CO-10458,Sean Carter,Corporate,United States,Durham,North Carolina,27701,East,OFF-EN-23783694,Office Supplies,Envelopes,Manila Clasp Envelopes,89.67,5,0.1,38.1
3943,US-2022-101502,08/24/2022,08/29/2022,Standard Class,CO-10443,Steve Mitchell,Corporate,United States,Cincinnati,Ohio,45201,Central,FUR-FU-78700112,Furniture,Furnishings,Artistic Wall Frame,1443.26,1,0.15,-187.94
3944,US-2022-101502,08/24/2022,08/29/2022,Standard Class,CO-10443,Steve Mitchell,Corporate,United States,Cincinnati,Ohio,45201,Central,FUR-FU-13144981,Furniture,Furnishings,Artistic Wall Frame,648.0,5,0.0,9.01
3945,US-2021-101503,05/23/2021,05/28/2021,Standard Class,CO-11876,Anna Campbell,Consumer,United States,Santa Fe,New Mexico,87501,West,OFF-PA-63431248,Office Supplies,Paper,Hammermill Color Copy,197.93,2,0.0,5.04
3946,US-2021-101503,05/23/2021,05/28/2021,Standard Class,CO-11876,Anna Campbell,Consumer,United States,Santa Fe,New Mexico,87501,West,FUR-FU-71011429,Furniture,Furnishings,Eldon Base Organizer,2992.05,3,0.0,-287.75
3947,US-2020-101504,12/06/2020,12/10/2020,Second Class,CO-10242,Sam Taylor,Corporate,United States,Mesa,Arizona,85201,West,OFF-FA-65498618,Office Supplies,Fasteners,OIC Binder Clips,953.44,2,0.0,299.41
3948,US-2021-101505,04/26/2021,05/01/2021,Standard Class,CO-11388,Ted Mitchell,Consumer,United States,Buffalo,New York,14201,East,TEC-PH-46774376,Technology,Phones,Cisco SPA 501G Phone,19474.37,6,0.1,-2135.87
3949,US-2021-101505,04/26/2021,05/01/2021,Standard Class,CO-11388,Ted Mitchell,Consumer,United States,Buffalo,New York,14201,East,TEC-CO-47146583,Technology,Copiers,Brother Copier,6470.94,3,0.0,866.68
3950,US-2021-101506,07/09/2021,07/16/2021,Standard Class,CO-10451,Joe Turner,Consumer,United States,Aurora,Colorado,80010,West,FUR-BO-52288758,Furniture,Bookcases,O'Sullivan Bookcase,665.8,3,0.0,116.11
3951,US-2021-101506,07/09/2021,07/16/2021,Standard Class,CO-10451,Joe Turner,Consumer,United States,Aurora,Colorado,80010,West,OFF-FA-52492691,Office Supplies,Fasteners,OIC Binder Clips,663.1,2,0.3,9.82
3952,US-2023-101507,12/06/2023,12/13/2023,Standard Class,CO-11222,Linda Clark,Consumer,United States,Buffalo,New York,14201,East,OFF-FA-44489160,Office Supplies,Fasteners,Advantus Paper Clips,97.78,2,0.0,1.31
3953,US-2022-101508,03/18/2022,03/25/2022,Standard Class,HO-10408,Mary Lee,Home Office,United States,Salem,Oregon,97301,West,FUR-FU-59426313,Furniture,Furnishings,Howard Miller Clock,3224.86,2,0.1,719.6
3954,US-2022-101509,09/20/2022,09/25/2022,Standard Class,CO-11796,Roger Parker,Corporate,United States,Naperville,Illinois,60540,Central,TEC-CO-13563785,Technology,Copiers,Sharp Digital Copier,1324.8,2,0.1,-37.91
3955,US-2023-101510,07/04/2023,07/10/2023,Standard Class,CO-11624,Tracy Nelson,Corporate,United States,Seattle,Washington,98101,West,OFF-ST-43958162,Office Supplies,Storage,Akro Stacking Bins,444.19,11,0.2,90.1
3956,US-2022-101511,06/23/2022,06/28/2022,Standard Class,HO-11954,Diana Green,Home Office,United States,Fort Wayne,Indiana,46801,Central,FUR-TA-64014783,Furniture,Tables,KI Adjustable Table,3150.97,3,0.1,-53.93
3957,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,TEC-PH-13032263,Technology,Phones,Plantronics Headset,3150.01,3,0.0,250.66
3958,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,OFF-PA-92203385,Office Supplies,Paper,Xerox Copy Paper,2040.51,5,0.0,606.93
3959,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,FUR-CH-96881843,Furniture,Chairs,HON 5400 Series Chair,2834.91,4,0.0,272.21
3960,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,TEC-PH-19997247,Technology,Phones,Cisco SPA 501G Phone,507.58,2,0.3,-70.57
3961,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,TEC-AC-91069612,Technology,Accessories,Belkin USB Cable,6571.17,1,0.0,880.03
3962,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,OFF-EN-28012968,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,206.58,1,0.0,5.13
3963,US-2020-101512,08/19/2020,08/26/2020,Standard Class,CO-11171,Keith Patel,Corporate,United States,Las Vegas,Nevada,89101,West,OFF-AP-38189586,Office Supplies,Appliances,Hamilton Beach Toaster,1555.55,8,0.0,511.75
3964,US-2020-101513,02/15/2020,02/22/2020,Standard Class,HO-10582,Jane Hall,Home Office,United States,New Haven,Connecticut,06501,East,TEC-MA-95462332,Technology,Machines,Lexmark Printer,732.77,5,0.3,-230.16
3965,US-2020-101513,02/15/2020,02/22/2020,Standard Class,HO-10582,Jane Hall,Home Office,United States,New Haven,Connecticut,06501,East,OFF-ST-24252542,Office Supplies,Storage,Akro Stacking Bins,19.0,1,0.15,3.12
3966,US-2020-101514,02/20/2020,02/21/2020,First Class,CO-11048,Bill Perez,Consumer,United States,Jersey City,New Jersey,07301,East,OFF-ST-57461855,Office Supplies,Storage,Akro Stacking Bins,576.58,2,0.0,23.54
3967,US-2020-101514,02/20/2020,02/21/2020,First Class,CO-11048,Bill Perez,Consumer,United States,Jersey City,New Jersey,07301,East,OFF-EN-68828690,Office Supplies,Envelopes,#10 White Envelopes,118.02,1,0.1,49.89
3968,US-2020-101515,12/04/2020,12/11/2020,Standard Class,CO-11905,Rob Young,Corporate,United States,Annapolis,Maryland,21401,East,FUR-FU-60356644,Furniture,Furnishings,Artistic Wall Frame,6568.64,5,0.0,-193.12
3969,US-2023-101516,11/09/2023,11/10/2023,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,FUR-FU-36746481,Furniture,Furnishings,Eldon Base Organizer,772.92,1,0.0,-48.57
3970,US-2023-101516,11/09/2023,11/10/2023,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,OFF-AP-85449982,Office Supplies,Appliances,Hoover Stove,753.76,9,0.0,242.35
3971,US-2023-101516,11/09/2023,11/10/2023,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,FUR-FU-12271401,Furniture,Furnishings,Howard Miller Clock,2594.19,2,0.0,461.78
3972,US-2023-101516,11/09/2023,11/10/2023,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,TEC-CO-50917690,Technology,Copiers,Xerox WorkCentre,673.99,1,0.0,170.33
3973,US-2023-101516,11/09/2023,11/10/2023,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,TEC-MA-26666132,Technology,Machines,Epson TM Printer,40021.72,12,0.0,4874.42
3974,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,TEC-AC-54752099,Technology,Accessories,Imation USB Flash Drive,4143.62,1,0.4,3.94
3975,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,FUR-FU-89254434,Furniture,Furnishings,Dana Lighting Lamp,2288.3,3,0.1,0.73
3976,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,OFF-BI-76045131,Office Supplies,Binders,Avery Binder,1581.67,6,0.0,429.32
3977,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,OFF-AP-70543428,Office Supplies,Appliances,Hamilton Beach Toaster,1390.78,5,0.0,576.23
3978,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,OFF-AR-56769399,Office Supplies,Art,Sanford Markers,349.08,2,0.0,55.59
3979,US-2020-101517,08/29/2020,08/29/2020,Same Day,CO-10351,Kate Jones,Consumer,United States,Spokane,Washington,99201,West,FUR-FU-51288454,Furniture,Furnishings,Dana Lighting Lamp,564.56,1,0.15,-30.85
3980,US-2023-101518,06/08/2023,06/15/2023,Standard Class,CO-10029,Emily Robinson,Consumer,United States,Trenton,New Jersey,08601,East,OFF-AP-17888295,Office Supplies,Appliances,Hoover Stove,620.91,4,0.5,-227.57
3981,US-2022-101519,10/16/2022,10/19/2022,Second Class,CO-10901,Roger Green,Consumer,United States,Kansas City,Missouri,64101,Central,TEC-CO-95523649,Technology,Copiers,Canon Color Copier,10781.86,4,0.3,-2032.2
3982,US-2022-101519,10/16/2022,10/19/2022,Second Class,CO-10901,Roger Green,Consumer,United States,Kansas City,Missouri,64101,Central,FUR-TA-52216708,Furniture,Tables,Balt Solid Wood Table,1699.62,1,0.0,62.81
3983,US-2022-101519,10/16/2022,10/19/2022,Second Class,CO-10901,Roger Green,Consumer,United States,Kansas City,Missouri,64101,Central,OFF-PA-53154384,Office Supplies,Paper,Xerox Copy Paper,309.14,3,0.2,137.28
3984,US-2022-101520,04/14/2022,04/19/2022,Standard Class,CO-10412,Joe Campbell,Consumer,United States,Rochester,New York,14601,East,TEC-PH-92855345,Technology,Phones,Cisco SPA 501G Phone,5375.64,1,0.0,-877.74
3985,US-2022-101521,02/19/2022,02/21/2022,First Class,CO-11146,Carol Hill,Corporate,United States,Phoenix,Arizona,85001,West,OFF-EN-43251611,Office Supplies,Envelopes,#10 White Envelopes,1096.93,4,0.0,491.49
3986,US-2022-101521,02/19/2022,02/21/2022,First Class,CO-11146,Carol Hill,Corporate,United States,Phoenix,Arizona,85001,West,OFF-FA-14969258,Office Supplies,Fasteners,OIC Binder Clips,131.77,3,0.1,55.61
3987,US-2022-101521,02/19/2022,02/21/2022,First Class,CO-11146,Carol Hill,Corporate,United States,Phoenix,Arizona,85001,West,OFF-LA-20256585,Office Supplies,Labels,Avery Round Labels,91.12,1,0.0,29.73
3988,US-2020-101522,04/11/2020,04/12/2020,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,OFF-FA-38636878,Office Supplies,Fasteners,Acco Brass Fasteners,2072.05,5,0.0,488.96
3989,US-2020-101522,04/11/2020,04/12/2020,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,TEC-MA-41568274,Technology,Machines,Lexmark Printer,8636.14,3,0.0,-1588.6
3990,US-2020-101522,04/11/2020,04/12/2020,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,TEC-AC-64777143,Technology,Accessories,Imation USB Flash Drive,2257.31,6,0.5,-676.5
3991,US-2020-101522,04/11/2020,04/12/2020,First Class,CO-10894,Keith Lewis,Consumer,United States,Reno,Nevada,89501,West,OFF-AR-53757750,Office Supplies,Art,Fiskars Scissors,948.03,2,0.0,419.32
